,#1,#2,#3,#4,#5,#6,#7,#8
8451,Adv Pract-Genetic Counselng,MED,708,910,046,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8452,Indep Rdg & Rsch-4th Yr Med,MED,708,919,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8453,Indep Rdg & Rsch-4th Yr Med,MED,708,919,003,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8454,Indep Rdg & Rsch-4th Yr Med,MED,708,919,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8455,Indep Rdg & Rsch-4th Yr Med,MED,708,919,042,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8456,Indep Rdg & Rsch-4th Yr Med,MED,708,919,043,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8457,Indep Rdg & Rsch-4th Yr Med,MED,708,919,047,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8458,Individualized 4th Yr Clerk,MED,708,930,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8459,Individualized 4th Yr Clerk,MED,708,930,046,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8460,Peds Sub-Intrn Newborn-Milw,MED,708,938,041,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8461,Peds Sub-Intrn Newborn-Milw,MED,708,938,042,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8462,Peds Sub-Intrn Newborn-Milw,MED,708,938,043,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8463,Peds Sub-Intrn Newborn-Milw,MED,708,938,044,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8464,Acting Inpt Internship-Peds,MED,708,940,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8465,Acting Inpt Internship-Peds,MED,708,940,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8466,Adolescent Med Clerk-CSC,MED,708,950,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8467,Adolescent Med Clerk-CSC,MED,708,950,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8468,Adolescent Med Clerk-CSC,MED,708,950,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8469,Ped Endocr/DiabetesClrk-CSC,MED,708,953,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8470,Ped Endocr/DiabetesClrk-CSC,MED,708,953,044,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8471,Clin Genetics Clerk-CSC,MED,708,956,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8472,Clin Genetics Clerk-CSC,MED,708,956,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8473,Clin Genetics Clerk-CSC,MED,708,956,044,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8474,Hematol-Oncology Clerk-CSC,MED,708,966,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8475,Hematol-Oncology Clerk-CSC,MED,708,966,044,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8476,Pediatric Pulmonary Clrk-CSC,MED,708,967,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8477,Pediatric Pulmonary Clrk-CSC,MED,708,990,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8478,Pediatric Pulmonary Clrk-CSC,MED,708,990,070,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8479,Pediatric Pulmonary Clrk-CSC,MED,708,990,202,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8480,Pediatric Pulmonary Clrk-CSC,MED,708,990,203,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8481,Pediatric Pulmonary Clrk-CSC,MED,708,990,204,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8482,Pediatric Pulmonary Clrk-CSC,MED,708,990,205,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8483,Toxicology I,MED,724,625,001,11,3.773,"[72.7, 9.1, 18.2, None, None, None, None, None, None, None, None, None, None, None, None]"
8484,Cellulr Signal Transductn Mech,MED,724,630,001,7,3.214,"[14.3, 14.3, 71.4, None, None, None, None, None, None, None, None, None, None, None, None]"
8485,Seminar & Journal Club,MED,724,901,001,31,3.906,"[90.3, 3.2, 3.2, 3.2, None, None, None, None, None, None, None, None, None, None, None]"
8486,Seminar & Journal Club,MED,724,990,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8487,Seminar & Journal Club,MED,724,990,015,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8488,Seminar & Journal Club,MED,724,990,016,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8489,Seminar & Journal Club,MED,724,990,018,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8490,Seminar & Journal Club,MED,724,990,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8491,Seminar & Journal Club,MED,724,990,025,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8492,Seminar & Journal Club,MED,724,990,027,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8493,Seminar & Journal Club,MED,724,990,029,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8494,Seminar & Journal Club,MED,724,990,036,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8495,Seminar & Journal Club,MED,724,990,037,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8496,Seminar & Journal Club,MED,724,990,038,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8497,Seminar & Journal Club,MED,724,990,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8498,Seminar & Journal Club,MED,724,990,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8499,Seminar & Journal Club,MED,724,990,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8500,Seminar & Journal Club,MED,724,990,044,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8501,Seminar & Journal Club,MED,724,990,045,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8502,Seminar & Journal Club,MED,724,990,047,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8503,Seminar & Journal Club,MED,724,990,051,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8504,Seminar & Journal Club,MED,724,990,058,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8505,Seminar & Journal Club,MED,724,990,060,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8506,Seminar & Journal Club,MED,724,990,063,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8507,Cardiovasc&Pulmonry Treatmt,MED,745,523,001,40,3.744,"[47.5, 50.0, None, None, None, None, None, None, None, None, None, None, 2.5, None, None]"
8508,FFdations of PT: Exam and Eval,MED,745,527,001,39,3.872,"[74.4, 25.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8509,FFdations of PT: Exam and Eval,MED,745,539,001,20,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8510,FFdations of PT: Exam and Eval,MED,745,539,002,19,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8511,Culture&Diversity in Hlth Care,MED,745,541,001,40,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8512,Clin: Tissue Mech & Adaptatns,MED,745,627,001,39,3.5,"[23.1, 53.8, 23.1, None, None, None, None, None, None, None, None, None, None, None, None]"
8513,Motor Control Dysfunction I,MED,745,635,001,40,3.718,"[45.0, 50.0, 2.5, None, None, None, None, None, None, None, None, None, 2.5, None, None]"
8514,Current Issues-Rehabilitatn,MED,745,641,001,40,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
8515,Clinical Medicine I,MED,745,664,001,39,3.526,"[23.1, 59.0, 17.9, None, None, None, None, None, None, None, None, None, None, None, None]"
8516,Musculoskeletal Dysfunction I,MED,745,676,001,40,3.603,"[22.5, 72.5, 2.5, None, None, None, None, None, None, None, None, None, 2.5, None, None]"
8517,Clinical Internship III,MED,745,702,001,40,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
8518,Clinical Internship IV,MED,745,703,001,40,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
8519,Clinical Internship IV,MED,745,799,035,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8520,Clinical Internship IV,MED,745,799,036,8,4.0,"[87.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 12.5]"
8521,Clinical Internship IV,MED,745,799,039,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8522,Clinical Medicine I,MED,750,601,001,45,3.422,"[15.6, 57.8, 22.2, 4.4, None, None, None, None, None, None, None, None, None, None, None]"
8523,Clinic Prevnt & Commnty Prac I,MED,750,610,001,63,,"[None, None, None, None, None, None, None, None, 0.9, 8.4, None, None, None, None, None]"
8524,Professional Seminar II,MED,750,617,001,63,,"[None, None, None, None, None, None, None, None, 0.9, 8.4, None, None, None, None, None]"
8525,Advanced Patient Evaluation I,MED,750,620,001,45,3.705,"[48.9, 40.0, 8.9, None, None, None, None, None, None, None, None, None, 2.2, None, None]"
8526,Women's Hlth-Physician Asstnts,MED,750,630,001,45,3.578,"[35.6, 48.9, 11.1, 4.4, None, None, None, None, None, None, None, None, None, None, None]"
8527,Clinical Pharmacology I,MED,750,640,001,45,3.356,"[26.7, 31.1, 28.9, 13.3, None, None, None, None, None, None, None, None, None, None, None]"
8528,Diagnostic Methods I,MED,750,650,001,45,3.33,"[13.3, 42.2, 37.8, 4.4, None, None, None, None, None, None, None, None, 2.2, None, None]"
8529,Professional Smnr & Capstone I,MED,750,717,001,62,,"[None, None, None, None, None, None, None, None, 0.9, 8.4, None, None, None, None, None]"
8530,Phy Asst Preceptor: Surgery,MED,750,729,001,25,3.68,"[44.0, 48.0, 8.0, None, None, None, None, None, None, None, None, None, None, None, None]"
8531,Phy Asst Precptrshp: Fam Med,MED,750,739,001,20,3.875,"[75.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8532,Phy Asst Precptrshp: Int Med,MED,750,749,001,18,3.806,"[61.1, 38.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8533,Phys Asst Precptrshp: Emrg Med,MED,750,759,001,25,3.875,"[76.0, 16.0, 4.0, None, None, None, None, None, None, None, None, None, 4.0, None, None]"
8534,BIOMOLECULAR CHEMISTRY,MED,758,699,003,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8535,BIOMOLECULAR CHEMISTRY,MED,758,699,005,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8536,BIOMOLECULAR CHEMISTRY,MED,758,699,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8537,BIOMOLECULAR CHEMISTRY,MED,758,699,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8538,BIOMOLECULAR CHEMISTRY,MED,758,699,011,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8539,BIOMOLECULAR CHEMISTRY,MED,758,699,023,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8540,BIOMOLECULAR CHEMISTRY,MED,758,699,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8541,BIOMOLECULAR CHEMISTRY,MED,758,699,028,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8542,BIOMOLECULAR CHEMISTRY,MED,758,699,030,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8543,Biomolecular Chem Seminar,MED,758,901,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8544,Smr-Molecular Biosci (Adv),MED,758,914,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8545,Smr-Molecular Biosci (Adv),MED,758,990,003,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8546,Smr-Molecular Biosci (Adv),MED,758,990,004,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8547,Smr-Molecular Biosci (Adv),MED,758,990,005,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8548,Smr-Molecular Biosci (Adv),MED,758,990,006,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
8549,Smr-Molecular Biosci (Adv),MED,758,990,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8550,Smr-Molecular Biosci (Adv),MED,758,990,019,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8551,Smr-Molecular Biosci (Adv),MED,758,990,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8552,Smr-Molecular Biosci (Adv),MED,758,990,025,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8553,Smr-Molecular Biosci (Adv),MED,758,990,027,10,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
8554,Smr-Molecular Biosci (Adv),MED,758,990,028,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8555,Smr-Molecular Biosci (Adv),MED,758,990,033,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8556,Physiology,MED,762,335,001,474,2.87,"[29.3, 5.7, 32.9, 1.9, 18.1, 7.6, 3.6, 0.2, 0.2, None, None, None, 0.4, None, None]"
8557,Cellular&Molecular Neurosci,MED,762,610,001,11,3.091,"[9.1, 54.5, 27.3, None, None, None, 9.1, None, None, None, None, None, None, None, None]"
8558,Cellular&Molecular Neurosci,MED,762,675,001,17,3.688,"[41.2, 47.1, 5.9, None, None, None, None, None, None, None, None, None, 5.9, None, None]"
8559,Cellular&Molecular Neurosci,MED,762,675,002,17,3.719,"[47.1, 41.2, 5.9, None, None, None, None, None, None, None, None, None, 5.9, None, None]"
8560,Cellular&Molecular Neurosci,MED,762,675,004,17,3.1,"[17.6, 23.5, 23.5, 5.9, 17.6, None, None, None, None, None, None, None, 11.8, None, None]"
8561,Selected Topics-Physiology,MED,762,699,006,7,3.857,"[85.7, None, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
8562,Selected Topics-Physiology,MED,762,699,072,15,3.75,"[93.3, None, None, None, 6.7, None, None, None, None, None, None, None, None, None, None]"
8563,Selected Topics-Physiology,MED,762,699,099,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8564,Prof Devlpmt-Biomed Grad Stdts,MED,762,700,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8565,Seminar,MED,762,901,001,22,3.864,"[86.4, None, 13.6, None, None, None, None, None, None, None, None, None, None, None, None]"
8566,Seminar,MED,762,990,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8567,Seminar,MED,762,990,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8568,Seminar,MED,762,990,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8569,Seminar,MED,762,990,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8570,Seminar,MED,762,990,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8571,Seminar,MED,762,990,018,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8572,Seminar,MED,762,990,023,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8573,Seminar,MED,762,990,024,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8574,Seminar,MED,762,990,027,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8575,Seminar,MED,762,990,029,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8576,Seminar,MED,762,990,036,8,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
8577,Seminar,MED,762,990,050,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8578,Seminar,MED,762,990,063,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8579,Seminar,MED,762,990,067,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8580,Seminar,MED,762,990,069,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8581,Seminar,MED,762,990,074,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8582,Seminar,MED,762,990,081,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8583,Intro to SAS Prog for Pop Hlth,MED,810,451,001,16,3.9,"[81.3, 6.3, 6.3, None, None, None, None, None, None, None, None, None, 6.3, None, None]"
8584,Air Pollution&Human Health,MED,810,502,001,61,3.607,"[42.6, 39.3, 16.4, None, 1.6, None, None, None, None, None, None, None, None, None, None]"
8585,QI in Low Resource Settings,MED,810,504,001,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8586,Intro to Biostats for Pop Hlth,MED,810,551,001,11,3.5,"[27.3, 36.4, 27.3, None, None, None, None, None, None, None, None, None, 9.1, None, None]"
8587,Toxicology I,MED,810,625,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8588,Foundations-Global Hlth Pract,MED,810,640,010,13,4.0,"[84.6, None, None, None, None, None, None, None, None, None, None, None, 15.4, None, None]"
8589,Foundations-Global Hlth Pract,MED,810,650,023,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8590,Foundations-Global Hlth Pract,MED,810,650,073,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8591,Foundations-Global Hlth Pract,MED,810,650,079,43,3.791,"[74.4, 9.3, 16.3, None, None, None, None, None, None, None, None, None, None, None, None]"
8592,Adv Regression Mthds-Pop Hlth,MED,810,651,001,12,3.591,"[41.7, 25.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, 8.3]"
8593,Preven of Overweight & Obesity,MED,810,664,002,8,3.625,"[50.0, 25.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None]"
8594,Preven of Overweight & Obesity,MED,810,699,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8595,Preven of Overweight & Obesity,MED,810,699,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8596,Preven of Overweight & Obesity,MED,810,699,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8597,Preven of Overweight & Obesity,MED,810,699,011,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8598,Preven of Overweight & Obesity,MED,810,699,012,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8599,Preven of Overweight & Obesity,MED,810,699,017,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8600,Preven of Overweight & Obesity,MED,810,699,019,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8601,Preven of Overweight & Obesity,MED,810,699,020,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8602,Preven of Overweight & Obesity,MED,810,699,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8603,Preven of Overweight & Obesity,MED,810,699,030,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8604,Preven of Overweight & Obesity,MED,810,699,032,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8605,Preven of Overweight & Obesity,MED,810,699,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8606,Preven of Overweight & Obesity,MED,810,699,101,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8607,Translat'l & Outcomes Research,MED,810,709,001,14,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8608,Leadership Med & PH,MED,810,712,001,77,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
8609,International Health Systems,MED,810,718,001,22,3.886,"[77.3, 22.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8610,Public Hlth: Principles&Pract,MED,810,780,001,49,3.99,"[98.0, 2.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8611,"Health Sys, Mngmnt, & Policy",MED,810,785,002,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8612,"Health Sys, Mngmnt, & Policy",MED,810,787,002,8,4.0,"[87.5, None, None, None, None, None, None, None, None, None, None, None, 12.5, None, None]"
8613,"Health Sys, Mngmnt, & Policy",MED,810,787,004,19,3.947,"[89.5, 10.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8614,Public Health Field Experience,MED,810,788,001,27,3.87,"[44.4, 7.4, 3.7, None, None, None, None, None, None, None, None, None, 44.4, None, None]"
8615,Biol Basis-Population Health,MED,810,794,001,10,4.0,"[90.0, None, None, None, None, None, None, None, None, None, None, None, 10.0, None, None]"
8616,Principles-Populatn Health Sci,MED,810,795,002,15,3.893,"[73.3, 20.0, None, None, None, None, None, None, None, None, None, None, 6.7, None, None]"
8617,Introduction to Epidemiology,MED,810,797,005,87,3.599,"[43.7, 31.0, 24.1, None, None, None, None, None, None, None, None, None, 1.1, None, None]"
8618,Monitoring Population Health,MED,810,803,001,17,3.941,"[88.2, 11.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8619,Epidemiologic Methods 4,MED,810,805,001,11,3.864,"[72.7, 27.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8620,Graduate Research Seminar,MED,810,820,001,10,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8621,Sem. Health Mental Health Econ,MED,810,845,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8622,Politics of Health Policy,MED,810,879,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8623,Politics of Health Policy,MED,810,904,004,21,3.833,"[71.4, 23.8, 4.8, None, None, None, None, None, None, None, None, None, None, None, None]"
8624,Politics of Health Policy,MED,810,904,005,11,3.545,"[54.5, 18.2, 18.2, None, 9.1, None, None, None, None, None, None, None, None, None, None]"
8625,Politics of Health Policy,MED,810,904,102,9,3.889,"[77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8626,Internl Hlth Systems & Policy,MED,810,915,050,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8627,Internl Hlth Systems & Policy,MED,810,990,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8628,Internl Hlth Systems & Policy,MED,810,990,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8629,Internl Hlth Systems & Policy,MED,810,990,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8630,Internl Hlth Systems & Policy,MED,810,990,005,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8631,Internl Hlth Systems & Policy,MED,810,990,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8632,Internl Hlth Systems & Policy,MED,810,990,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8633,Internl Hlth Systems & Policy,MED,810,990,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8634,Internl Hlth Systems & Policy,MED,810,990,012,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8635,Internl Hlth Systems & Policy,MED,810,990,017,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8636,Internl Hlth Systems & Policy,MED,810,990,019,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8637,Internl Hlth Systems & Policy,MED,810,990,020,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8638,Internl Hlth Systems & Policy,MED,810,990,023,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8639,Internl Hlth Systems & Policy,MED,810,990,025,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8640,Internl Hlth Systems & Policy,MED,810,990,026,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8641,Internl Hlth Systems & Policy,MED,810,990,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8642,Internl Hlth Systems & Policy,MED,810,990,092,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8643,PSYCHIATRY,MED,814,699,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8644,PSYCHIATRY,MED,814,699,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8645,PSYCHIATRY,MED,814,699,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8646,PSYCHIATRY,MED,814,699,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8647,PSYCHIATRY,MED,814,699,064,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8648,PSYCHIATRY,MED,814,699,066,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8649,PSYCHIATRY,MED,814,699,068,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8650,PSYCHIATRY,MED,814,699,070,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8651,Found. Infant Mental Health,MED,814,712,001,32,4.0,"[3.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 96.9]"
8652,Reflective Practices in IMH I,MED,814,713,001,32,4.0,"[3.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 96.9]"
8653,ACP Consultation II,MED,814,714,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8654,ACP Consultation II,MED,814,812,041,17,3.412,"[35.3, 17.6, 41.2, 5.9, None, None, None, None, None, None, None, None, None, None, None]"
8655,ACP Consultation II,MED,814,812,042,17,3.412,"[35.3, 17.6, 41.2, 5.9, None, None, None, None, None, None, None, None, None, None, None]"
8656,ACP Consultation II,MED,814,812,043,18,3.333,"[27.8, 16.7, 50.0, 5.6, None, None, None, None, None, None, None, None, None, None, None]"
8657,ACP Consultation II,MED,814,812,044,13,3.385,"[30.8, 15.4, 53.8, None, None, None, None, None, None, None, None, None, None, None, None]"
8658,ACP Consultation II,MED,814,812,045,10,3.35,"[20.0, 30.0, 50.0, None, None, None, None, None, None, None, None, None, None, None, None]"
8659,Third Year Psychiatry,MED,814,919,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8660,Third Year Psychiatry,MED,814,919,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
8661,Third Year Psychiatry,MED,814,919,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
